,State,Data Element,Date,Value,Frequency,Region,Description
893,New Hampshire,Consumer Price Index,2020-09-01,0.6,Monthly,New England,Consumer Price Index
894,Rhode Island,Consumer Price Index,2020-09-01,0.6,Monthly,New England,Consumer Price Index
895,Vermont,Consumer Price Index,2020-09-01,0.6,Monthly,New England,Consumer Price Index
896,Connecticut,Consumer Price Index,2020-10-01,0.2,Monthly,New England,Consumer Price Index
897,Massachusetts,Consumer Price Index,2020-10-01,0.2,Monthly,New England,Consumer Price Index
898,Maine,Consumer Price Index,2020-10-01,0.2,Monthly,New England,Consumer Price Index
899,New Hampshire,Consumer Price Index,2020-10-01,0.2,Monthly,New England,Consumer Price Index
900,Rhode Island,Consumer Price Index,2020-10-01,0.2,Monthly,New England,Consumer Price Index
901,Vermont,Consumer Price Index,2020-10-01,0.2,Monthly,New England,Consumer Price Index
902,Connecticut,Consumer Price Index,2020-11-01,0.4,Monthly,New England,Consumer Price Index
903,Massachusetts,Consumer Price Index,2020-11-01,0.4,Monthly,New England,Consumer Price Index
904,Maine,Consumer Price Index,2020-11-01,0.4,Monthly,New England,Consumer Price Index
905,New Hampshire,Consumer Price Index,2020-11-01,0.4,Monthly,New England,Consumer Price Index
906,Rhode Island,Consumer Price Index,2020-11-01,0.4,Monthly,New England,Consumer Price Index
907,Vermont,Consumer Price Index,2020-11-01,0.4,Monthly,New England,Consumer Price Index
908,Connecticut,Consumer Price Index,2020-12-01,0.8,Monthly,New England,Consumer Price Index
909,Massachusetts,Consumer Price Index,2020-12-01,0.8,Monthly,New England,Consumer Price Index
910,Maine,Consumer Price Index,2020-12-01,0.8,Monthly,New England,Consumer Price Index
911,New Hampshire,Consumer Price Index,2020-12-01,0.8,Monthly,New England,Consumer Price Index
912,Rhode Island,Consumer Price Index,2020-12-01,0.8,Monthly,New England,Consumer Price Index
913,Vermont,Consumer Price Index,2020-12-01,0.8,Monthly,New England,Consumer Price Index
914,Connecticut,Consumer Price Index,2021-01-01,0.6,Monthly,New England,Consumer Price Index
915,Massachusetts,Consumer Price Index,2021-01-01,0.6,Monthly,New England,Consumer Price Index
916,Maine,Consumer Price Index,2021-01-01,0.6,Monthly,New England,Consumer Price Index
917,New Hampshire,Consumer Price Index,2021-01-01,0.6,Monthly,New England,Consumer Price Index
918,Rhode Island,Consumer Price Index,2021-01-01,0.6,Monthly,New England,Consumer Price Index
919,Vermont,Consumer Price Index,2021-01-01,0.6,Monthly,New England,Consumer Price Index
920,Connecticut,Consumer Price Index,2021-02-01,0.7,Monthly,New England,Consumer Price Index
921,Massachusetts,Consumer Price Index,2021-02-01,0.7,Monthly,New England,Consumer Price Index
922,Maine,Consumer Price Index,2021-02-01,0.7,Monthly,New England,Consumer Price Index
923,New Hampshire,Consumer Price Index,2021-02-01,0.7,Monthly,New England,Consumer Price Index
924,Rhode Island,Consumer Price Index,2021-02-01,0.7,Monthly,New England,Consumer Price Index
925,Vermont,Consumer Price Index,2021-02-01,0.7,Monthly,New England,Consumer Price Index
926,Connecticut,Consumer Price Index,2021-03-01,1.8,Monthly,New England,Consumer Price Index
927,Massachusetts,Consumer Price Index,2021-03-01,1.8,Monthly,New England,Consumer Price Index
928,Maine,Consumer Price Index,2021-03-01,1.8,Monthly,New England,Consumer Price Index
929,New Hampshire,Consumer Price Index,2021-03-01,1.8,Monthly,New England,Consumer Price Index
930,Rhode Island,Consumer Price Index,2021-03-01,1.8,Monthly,New England,Consumer Price Index
931,Vermont,Consumer Price Index,2021-03-01,1.8,Monthly,New England,Consumer Price Index
932,Connecticut,Consumer Price Index,2021-04-01,2.7,Monthly,New England,Consumer Price Index
933,Massachusetts,Consumer Price Index,2021-04-01,2.7,Monthly,New England,Consumer Price Index
934,Maine,Consumer Price Index,2021-04-01,2.7,Monthly,New England,Consumer Price Index
935,New Hampshire,Consumer Price Index,2021-04-01,2.7,Monthly,New England,Consumer Price Index
936,Rhode Island,Consumer Price Index,2021-04-01,2.7,Monthly,New England,Consumer Price Index
937,Vermont,Consumer Price Index,2021-04-01,2.7,Monthly,New England,Consumer Price Index
938,Connecticut,Consumer Price Index,2021-05-01,3.6,Monthly,New England,Consumer Price Index
939,Massachusetts,Consumer Price Index,2021-05-01,3.6,Monthly,New England,Consumer Price Index
940,Maine,Consumer Price Index,2021-05-01,3.6,Monthly,New England,Consumer Price Index
941,New Hampshire,Consumer Price Index,2021-05-01,3.6,Monthly,New England,Consumer Price Index
942,Rhode Island,Consumer Price Index,2021-05-01,3.6,Monthly,New England,Consumer Price Index
943,Vermont,Consumer Price Index,2021-05-01,3.6,Monthly,New England,Consumer Price Index
944,Connecticut,Consumer Price Index,2021-06-01,4.0,Monthly,New England,Consumer Price Index
945,Massachusetts,Consumer Price Index,2021-06-01,4.0,Monthly,New England,Consumer Price Index
946,Maine,Consumer Price Index,2021-06-01,4.0,Monthly,New England,Consumer Price Index
947,New Hampshire,Consumer Price Index,2021-06-01,4.0,Monthly,New England,Consumer Price Index
948,Rhode Island,Consumer Price Index,2021-06-01,4.0,Monthly,New England,Consumer Price Index
949,Vermont,Consumer Price Index,2021-06-01,4.0,Monthly,New England,Consumer Price Index
950,Connecticut,Consumer Price Index,2021-07-01,4.2,Monthly,New England,Consumer Price Index
951,Massachusetts,Consumer Price Index,2021-07-01,4.2,Monthly,New England,Consumer Price Index
952,Maine,Consumer Price Index,2021-07-01,4.2,Monthly,New England,Consumer Price Index
953,New Hampshire,Consumer Price Index,2021-07-01,4.2,Monthly,New England,Consumer Price Index
954,Rhode Island,Consumer Price Index,2021-07-01,4.2,Monthly,New England,Consumer Price Index
955,Vermont,Consumer Price Index,2021-07-01,4.2,Monthly,New England,Consumer Price Index
956,Connecticut,Consumer Price Index,2021-08-01,4.1,Monthly,New England,Consumer Price Index
957,Massachusetts,Consumer Price Index,2021-08-01,4.1,Monthly,New England,Consumer Price Index
958,Maine,Consumer Price Index,2021-08-01,4.1,Monthly,New England,Consumer Price Index
959,New Hampshire,Consumer Price Index,2021-08-01,4.1,Monthly,New England,Consumer Price Index
960,Rhode Island,Consumer Price Index,2021-08-01,4.1,Monthly,New England,Consumer Price Index
961,Vermont,Consumer Price Index,2021-08-01,4.1,Monthly,New England,Consumer Price Index
962,Connecticut,Consumer Price Index,2021-09-01,4.1,Monthly,New England,Consumer Price Index
963,Massachusetts,Consumer Price Index,2021-09-01,4.1,Monthly,New England,Consumer Price Index
964,Maine,Consumer Price Index,2021-09-01,4.1,Monthly,New England,Consumer Price Index
965,New Hampshire,Consumer Price Index,2021-09-01,4.1,Monthly,New England,Consumer Price Index
966,Rhode Island,Consumer Price Index,2021-09-01,4.1,Monthly,New England,Consumer Price Index
967,Vermont,Consumer Price Index,2021-09-01,4.1,Monthly,New England,Consumer Price Index
968,Connecticut,Consumer Price Index,2021-10-01,5.6,Monthly,New England,Consumer Price Index
969,Massachusetts,Consumer Price Index,2021-10-01,5.6,Monthly,New England,Consumer Price Index
970,Maine,Consumer Price Index,2021-10-01,5.6,Monthly,New England,Consumer Price Index
971,New Hampshire,Consumer Price Index,2021-10-01,5.6,Monthly,New England,Consumer Price Index
972,Rhode Island,Consumer Price Index,2021-10-01,5.6,Monthly,New England,Consumer Price Index
973,Vermont,Consumer Price Index,2021-10-01,5.6,Monthly,New England,Consumer Price Index
974,Connecticut,Consumer Price Index,2021-11-01,6.1,Monthly,New England,Consumer Price Index
975,Massachusetts,Consumer Price Index,2021-11-01,6.1,Monthly,New England,Consumer Price Index
976,Maine,Consumer Price Index,2021-11-01,6.1,Monthly,New England,Consumer Price Index
977,New Hampshire,Consumer Price Index,2021-11-01,6.1,Monthly,New England,Consumer Price Index
978,Rhode Island,Consumer Price Index,2021-11-01,6.1,Monthly,New England,Consumer Price Index
979,Vermont,Consumer Price Index,2021-11-01,6.1,Monthly,New England,Consumer Price Index
980,Alabama,Consumer Price Index,2019-01-01,0.6,Monthly,East South Central,Consumer Price Index
981,Kentucky,Consumer Price Index,2019-01-01,0.6,Monthly,East South Central,Consumer Price Index
982,Mississippi,Consumer Price Index,2019-01-01,0.6,Monthly,East South Central,Consumer Price Index
983,Tennessee,Consumer Price Index,2019-01-01,0.6,Monthly,East South Central,Consumer Price Index
984,Alabama,Consumer Price Index,2019-02-01,0.7,Monthly,East South Central,Consumer Price Index
985,Kentucky,Consumer Price Index,2019-02-01,0.7,Monthly,East South Central,Consumer Price Index
986,Mississippi,Consumer Price Index,2019-02-01,0.7,Monthly,East South Central,Consumer Price Index
987,Tennessee,Consumer Price Index,2019-02-01,0.7,Monthly,East South Central,Consumer Price Index
988,Alabama,Consumer Price Index,2019-03-01,1.0,Monthly,East South Central,Consumer Price Index
989,Kentucky,Consumer Price Index,2019-03-01,1.0,Monthly,East South Central,Consumer Price Index
990,Mississippi,Consumer Price Index,2019-03-01,1.0,Monthly,East South Central,Consumer Price Index
991,Tennessee,Consumer Price Index,2019-03-01,1.0,Monthly,East South Central,Consumer Price Index
992,Alabama,Consumer Price Index,2019-04-01,0.7,Monthly,East South Central,Consumer Price Index
993,Kentucky,Consumer Price Index,2019-04-01,0.7,Monthly,East South Central,Consumer Price Index
994,Mississippi,Consumer Price Index,2019-04-01,0.7,Monthly,East South Central,Consumer Price Index
995,Tennessee,Consumer Price Index,2019-04-01,0.7,Monthly,East South Central,Consumer Price Index
996,Alabama,Consumer Price Index,2019-05-01,0.3,Monthly,East South Central,Consumer Price Index
997,Kentucky,Consumer Price Index,2019-05-01,0.3,Monthly,East South Central,Consumer Price Index
998,Mississippi,Consumer Price Index,2019-05-01,0.3,Monthly,East South Central,Consumer Price Index
999,Tennessee,Consumer Price Index,2019-05-01,0.3,Monthly,East South Central,Consumer Price Index
1000,Alabama,Consumer Price Index,2019-06-01,0.3,Monthly,East South Central,Consumer Price Index
1001,Kentucky,Consumer Price Index,2019-06-01,0.3,Monthly,East South Central,Consumer Price Index
1002,Mississippi,Consumer Price Index,2019-06-01,0.3,Monthly,East South Central,Consumer Price Index
1003,Tennessee,Consumer Price Index,2019-06-01,0.3,Monthly,East South Central,Consumer Price Index
1004,Alabama,Consumer Price Index,2019-07-01,0.5,Monthly,East South Central,Consumer Price Index
1005,Kentucky,Consumer Price Index,2019-07-01,0.5,Monthly,East South Central,Consumer Price Index
1006,Mississippi,Consumer Price Index,2019-07-01,0.5,Monthly,East South Central,Consumer Price Index
1007,Tennessee,Consumer Price Index,2019-07-01,0.5,Monthly,East South Central,Consumer Price Index
1008,Alabama,Consumer Price Index,2019-08-01,0.6,Monthly,East South Central,Consumer Price Index
1009,Kentucky,Consumer Price Index,2019-08-01,0.6,Monthly,East South Central,Consumer Price Index
1010,Mississippi,Consumer Price Index,2019-08-01,0.6,Monthly,East South Central,Consumer Price Index
1011,Tennessee,Consumer Price Index,2019-08-01,0.6,Monthly,East South Central,Consumer Price Index
1012,Alabama,Consumer Price Index,2019-09-01,0.5,Monthly,East South Central,Consumer Price Index
1013,Kentucky,Consumer Price Index,2019-09-01,0.5,Monthly,East South Central,Consumer Price Index
1014,Mississippi,Consumer Price Index,2019-09-01,0.5,Monthly,East South Central,Consumer Price Index
1015,Tennessee,Consumer Price Index,2019-09-01,0.5,Monthly,East South Central,Consumer Price Index
1016,Alabama,Consumer Price Index,2019-10-01,0.2,Monthly,East South Central,Consumer Price Index
1017,Kentucky,Consumer Price Index,2019-10-01,0.2,Monthly,East South Central,Consumer Price Index
1018,Mississippi,Consumer Price Index,2019-10-01,0.2,Monthly,East South Central,Consumer Price Index
1019,Tennessee,Consumer Price Index,2019-10-01,0.2,Monthly,East South Central,Consumer Price Index
1020,Alabama,Consumer Price Index,2019-11-01,0.7,Monthly,East South Central,Consumer Price Index
1021,Kentucky,Consumer Price Index,2019-11-01,0.7,Monthly,East South Central,Consumer Price Index
1022,Mississippi,Consumer Price Index,2019-11-01,0.7,Monthly,East South Central,Consumer Price Index
1023,Tennessee,Consumer Price Index,2019-11-01,0.7,Monthly,East South Central,Consumer Price Index
1024,Alabama,Consumer Price Index,2019-12-01,1.5,Monthly,East South Central,Consumer Price Index
1025,Kentucky,Consumer Price Index,2019-12-01,1.5,Monthly,East South Central,Consumer Price Index
1026,Mississippi,Consumer Price Index,2019-12-01,1.5,Monthly,East South Central,Consumer Price Index
1027,Tennessee,Consumer Price Index,2019-12-01,1.5,Monthly,East South Central,Consumer Price Index
1028,Alabama,Consumer Price Index,2020-01-01,1.6,Monthly,East South Central,Consumer Price Index
1029,Kentucky,Consumer Price Index,2020-01-01,1.6,Monthly,East South Central,Consumer Price Index
1030,Mississippi,Consumer Price Index,2020-01-01,1.6,Monthly,East South Central,Consumer Price Index
1031,Tennessee,Consumer Price Index,2020-01-01,1.6,Monthly,East South Central,Consumer Price Index
1032,Alabama,Consumer Price Index,2020-02-01,1.0,Monthly,East South Central,Consumer Price Index
1033,Kentucky,Consumer Price Index,2020-02-01,1.0,Monthly,East South Central,Consumer Price Index
1034,Mississippi,Consumer Price Index,2020-02-01,1.0,Monthly,East South Central,Consumer Price Index
1035,Tennessee,Consumer Price Index,2020-02-01,1.0,Monthly,East South Central,Consumer Price Index
1036,Alabama,Consumer Price Index,2020-03-01,0.4,Monthly,East South Central,Consumer Price Index
1037,Kentucky,Consumer Price Index,2020-03-01,0.4,Monthly,East South Central,Consumer Price Index
1038,Mississippi,Consumer Price Index,2020-03-01,0.4,Monthly,East South Central,Consumer Price Index
1039,Tennessee,Consumer Price Index,2020-03-01,0.4,Monthly,East South Central,Consumer Price Index
1040,Alabama,Consumer Price Index,2020-04-01,-0.6,Monthly,East South Central,Consumer Price Index
1041,Kentucky,Consumer Price Index,2020-04-01,-0.6,Monthly,East South Central,Consumer Price Index
1042,Mississippi,Consumer Price Index,2020-04-01,-0.6,Monthly,East South Central,Consumer Price Index
1043,Tennessee,Consumer Price Index,2020-04-01,-0.6,Monthly,East South Central,Consumer Price Index
1044,Alabama,Consumer Price Index,2020-05-01,-0.7,Monthly,East South Central,Consumer Price Index
1045,Kentucky,Consumer Price Index,2020-05-01,-0.7,Monthly,East South Central,Consumer Price Index
1046,Mississippi,Consumer Price Index,2020-05-01,-0.7,Monthly,East South Central,Consumer Price Index
1047,Tennessee,Consumer Price Index,2020-05-01,-0.7,Monthly,East South Central,Consumer Price Index
1048,Alabama,Consumer Price Index,2020-06-01,-0.1,Monthly,East South Central,Consumer Price Index
1049,Kentucky,Consumer Price Index,2020-06-01,-0.1,Monthly,East South Central,Consumer Price Index
1050,Mississippi,Consumer Price Index,2020-06-01,-0.1,Monthly,East South Central,Consumer Price Index
1051,Tennessee,Consumer Price Index,2020-06-01,-0.1,Monthly,East South Central,Consumer Price Index
1052,Alabama,Consumer Price Index,2020-07-01,0.6,Monthly,East South Central,Consumer Price Index
1053,Kentucky,Consumer Price Index,2020-07-01,0.6,Monthly,East South Central,Consumer Price Index
1054,Mississippi,Consumer Price Index,2020-07-01,0.6,Monthly,East South Central,Consumer Price Index
1055,Tennessee,Consumer Price Index,2020-07-01,0.6,Monthly,East South Central,Consumer Price Index
1056,Alabama,Consumer Price Index,2020-08-01,1.0,Monthly,East South Central,Consumer Price Index
1057,Kentucky,Consumer Price Index,2020-08-01,1.0,Monthly,East South Central,Consumer Price Index
1058,Mississippi,Consumer Price Index,2020-08-01,1.0,Monthly,East South Central,Consumer Price Index
1059,Tennessee,Consumer Price Index,2020-08-01,1.0,Monthly,East South Central,Consumer Price Index
1060,Alabama,Consumer Price Index,2020-09-01,1.2,Monthly,East South Central,Consumer Price Index
1061,Kentucky,Consumer Price Index,2020-09-01,1.2,Monthly,East South Central,Consumer Price Index
1062,Mississippi,Consumer Price Index,2020-09-01,1.2,Monthly,East South Central,Consumer Price Index
1063,Tennessee,Consumer Price Index,2020-09-01,1.2,Monthly,East South Central,Consumer Price Index
1064,Alabama,Consumer Price Index,2020-10-01,1.3,Monthly,East South Central,Consumer Price Index
1065,Kentucky,Consumer Price Index,2020-10-01,1.3,Monthly,East South Central,Consumer Price Index
1066,Mississippi,Consumer Price Index,2020-10-01,1.3,Monthly,East South Central,Consumer Price Index
1067,Tennessee,Consumer Price Index,2020-10-01,1.3,Monthly,East South Central,Consumer Price Index
1068,Alabama,Consumer Price Index,2020-11-01,1.2,Monthly,East South Central,Consumer Price Index
1069,Kentucky,Consumer Price Index,2020-11-01,1.2,Monthly,East South Central,Consumer Price Index
1070,Mississippi,Consumer Price Index,2020-11-01,1.2,Monthly,East South Central,Consumer Price Index
1071,Tennessee,Consumer Price Index,2020-11-01,1.2,Monthly,East South Central,Consumer Price Index
1072,Alabama,Consumer Price Index,2020-12-01,1.7,Monthly,East South Central,Consumer Price Index
1073,Kentucky,Consumer Price Index,2020-12-01,1.7,Monthly,East South Central,Consumer Price Index
1074,Mississippi,Consumer Price Index,2020-12-01,1.7,Monthly,East South Central,Consumer Price Index
1075,Tennessee,Consumer Price Index,2020-12-01,1.7,Monthly,East South Central,Consumer Price Index
1076,Alabama,Consumer Price Index,2021-01-01,2.2,Monthly,East South Central,Consumer Price Index
1077,Kentucky,Consumer Price Index,2021-01-01,2.2,Monthly,East South Central,Consumer Price Index
1078,Mississippi,Consumer Price Index,2021-01-01,2.2,Monthly,East South Central,Consumer Price Index
1079,Tennessee,Consumer Price Index,2021-01-01,2.2,Monthly,East South Central,Consumer Price Index
1080,Alabama,Consumer Price Index,2021-02-01,2.9,Monthly,East South Central,Consumer Price Index
1081,Kentucky,Consumer Price Index,2021-02-01,2.9,Monthly,East South Central,Consumer Price Index
1082,Mississippi,Consumer Price Index,2021-02-01,2.9,Monthly,East South Central,Consumer Price Index
1083,Tennessee,Consumer Price Index,2021-02-01,2.9,Monthly,East South Central,Consumer Price Index
1084,Alabama,Consumer Price Index,2021-03-01,4.0,Monthly,East South Central,Consumer Price Index
1085,Kentucky,Consumer Price Index,2021-03-01,4.0,Monthly,East South Central,Consumer Price Index
1086,Mississippi,Consumer Price Index,2021-03-01,4.0,Monthly,East South Central,Consumer Price Index
1087,Tennessee,Consumer Price Index,2021-03-01,4.0,Monthly,East South Central,Consumer Price Index
1088,Alabama,Consumer Price Index,2021-04-01,5.7,Monthly,East South Central,Consumer Price Index
1089,Kentucky,Consumer Price Index,2021-04-01,5.7,Monthly,East South Central,Consumer Price Index
1090,Mississippi,Consumer Price Index,2021-04-01,5.7,Monthly,East South Central,Consumer Price Index
1091,Tennessee,Consumer Price Index,2021-04-01,5.7,Monthly,East South Central,Consumer Price Index
1092,Alabama,Consumer Price Index,2021-05-01,7.0,Monthly,East South Central,Consumer Price Index
1093,Kentucky,Consumer Price Index,2021-05-01,7.0,Monthly,East South Central,Consumer Price Index
1094,Mississippi,Consumer Price Index,2021-05-01,7.0,Monthly,East South Central,Consumer Price Index
1095,Tennessee,Consumer Price Index,2021-05-01,7.0,Monthly,East South Central,Consumer Price Index
1096,Alabama,Consumer Price Index,2021-06-01,7.3,Monthly,East South Central,Consumer Price Index
1097,Kentucky,Consumer Price Index,2021-06-01,7.3,Monthly,East South Central,Consumer Price Index
1098,Mississippi,Consumer Price Index,2021-06-01,7.3,Monthly,East South Central,Consumer Price Index
1099,Tennessee,Consumer Price Index,2021-06-01,7.3,Monthly,East South Central,Consumer Price Index
1100,Alabama,Consumer Price Index,2021-07-01,6.7,Monthly,East South Central,Consumer Price Index
1101,Kentucky,Consumer Price Index,2021-07-01,6.7,Monthly,East South Central,Consumer Price Index
1102,Mississippi,Consumer Price Index,2021-07-01,6.7,Monthly,East South Central,Consumer Price Index
1103,Tennessee,Consumer Price Index,2021-07-01,6.7,Monthly,East South Central,Consumer Price Index
1104,Alabama,Consumer Price Index,2021-08-01,6.4,Monthly,East South Central,Consumer Price Index
1105,Kentucky,Consumer Price Index,2021-08-01,6.4,Monthly,East South Central,Consumer Price Index
1106,Mississippi,Consumer Price Index,2021-08-01,6.4,Monthly,East South Central,Consumer Price Index
1107,Tennessee,Consumer Price Index,2021-08-01,6.4,Monthly,East South Central,Consumer Price Index
1108,Alabama,Consumer Price Index,2021-09-01,6.6,Monthly,East South Central,Consumer Price Index
1109,Kentucky,Consumer Price Index,2021-09-01,6.6,Monthly,East South Central,Consumer Price Index
1110,Mississippi,Consumer Price Index,2021-09-01,6.6,Monthly,East South Central,Consumer Price Index
1111,Tennessee,Consumer Price Index,2021-09-01,6.6,Monthly,East South Central,Consumer Price Index
1112,Alabama,Consumer Price Index,2021-10-01,7.2,Monthly,East South Central,Consumer Price Index
1113,Kentucky,Consumer Price Index,2021-10-01,7.2,Monthly,East South Central,Consumer Price Index
1114,Mississippi,Consumer Price Index,2021-10-01,7.2,Monthly,East South Central,Consumer Price Index
1115,Tennessee,Consumer Price Index,2021-10-01,7.2,Monthly,East South Central,Consumer Price Index
1116,Alabama,Consumer Price Index,2021-11-01,7.8,Monthly,East South Central,Consumer Price Index
1117,Kentucky,Consumer Price Index,2021-11-01,7.8,Monthly,East South Central,Consumer Price Index
1118,Mississippi,Consumer Price Index,2021-11-01,7.8,Monthly,East South Central,Consumer Price Index
1119,Tennessee,Consumer Price Index,2021-11-01,7.8,Monthly,East South Central,Consumer Price Index
1120,Alaska,Consumer Price Index,2019-01-01,2.9,Monthly,Pacific,Consumer Price Index
1121,California,Consumer Price Index,2019-01-01,2.9,Monthly,Pacific,Consumer Price Index
1122,Hawaii,Consumer Price Index,2019-01-01,2.9,Monthly,Pacific,Consumer Price Index
1123,Oregon,Consumer Price Index,2019-01-01,2.9,Monthly,Pacific,Consumer Price Index
1124,Washington,Consumer Price Index,2019-01-01,2.9,Monthly,Pacific,Consumer Price Index
1125,Alaska,Consumer Price Index,2019-02-01,2.6,Monthly,Pacific,Consumer Price Index
1126,California,Consumer Price Index,2019-02-01,2.6,Monthly,Pacific,Consumer Price Index
1127,Hawaii,Consumer Price Index,2019-02-01,2.6,Monthly,Pacific,Consumer Price Index
1128,Oregon,Consumer Price Index,2019-02-01,2.6,Monthly,Pacific,Consumer Price Index
1129,Washington,Consumer Price Index,2019-02-01,2.6,Monthly,Pacific,Consumer Price Index
1130,Alaska,Consumer Price Index,2019-03-01,2.6,Monthly,Pacific,Consumer Price Index
1131,California,Consumer Price Index,2019-03-01,2.6,Monthly,Pacific,Consumer Price Index
1132,Hawaii,Consumer Price Index,2019-03-01,2.6,Monthly,Pacific,Consumer Price Index
1133,Oregon,Consumer Price Index,2019-03-01,2.6,Monthly,Pacific,Consumer Price Index
1134,Washington,Consumer Price Index,2019-03-01,2.6,Monthly,Pacific,Consumer Price Index
1135,Alaska,Consumer Price Index,2019-04-01,3.1,Monthly,Pacific,Consumer Price Index
1136,California,Consumer Price Index,2019-04-01,3.1,Monthly,Pacific,Consumer Price Index
1137,Hawaii,Consumer Price Index,2019-04-01,3.1,Monthly,Pacific,Consumer Price Index
1138,Oregon,Consumer Price Index,2019-04-01,3.1,Monthly,Pacific,Consumer Price Index
1139,Washington,Consumer Price Index,2019-04-01,3.1,Monthly,Pacific,Consumer Price Index
1140,Alaska,Consumer Price Index,2019-05-01,3.1,Monthly,Pacific,Consumer Price Index
1141,California,Consumer Price Index,2019-05-01,3.1,Monthly,Pacific,Consumer Price Index
1142,Hawaii,Consumer Price Index,2019-05-01,3.1,Monthly,Pacific,Consumer Price Index
1143,Oregon,Consumer Price Index,2019-05-01,3.1,Monthly,Pacific,Consumer Price Index
1144,Washington,Consumer Price Index,2019-05-01,3.1,Monthly,Pacific,Consumer Price Index
1145,Alaska,Consumer Price Index,2019-06-01,2.8,Monthly,Pacific,Consumer Price Index
1146,California,Consumer Price Index,2019-06-01,2.8,Monthly,Pacific,Consumer Price Index
1147,Hawaii,Consumer Price Index,2019-06-01,2.8,Monthly,Pacific,Consumer Price Index
1148,Oregon,Consumer Price Index,2019-06-01,2.8,Monthly,Pacific,Consumer Price Index
1149,Washington,Consumer Price Index,2019-06-01,2.8,Monthly,Pacific,Consumer Price Index
1150,Alaska,Consumer Price Index,2019-07-01,2.7,Monthly,Pacific,Consumer Price Index
1151,California,Consumer Price Index,2019-07-01,2.7,Monthly,Pacific,Consumer Price Index
1152,Hawaii,Consumer Price Index,2019-07-01,2.7,Monthly,Pacific,Consumer Price Index
1153,Oregon,Consumer Price Index,2019-07-01,2.7,Monthly,Pacific,Consumer Price Index
1154,Washington,Consumer Price Index,2019-07-01,2.7,Monthly,Pacific,Consumer Price Index
1155,Alaska,Consumer Price Index,2019-08-01,2.5,Monthly,Pacific,Consumer Price Index
1156,California,Consumer Price Index,2019-08-01,2.5,Monthly,Pacific,Consumer Price Index
1157,Hawaii,Consumer Price Index,2019-08-01,2.5,Monthly,Pacific,Consumer Price Index
1158,Oregon,Consumer Price Index,2019-08-01,2.5,Monthly,Pacific,Consumer Price Index
1159,Washington,Consumer Price Index,2019-08-01,2.5,Monthly,Pacific,Consumer Price Index
1160,Alaska,Consumer Price Index,2019-09-01,2.5,Monthly,Pacific,Consumer Price Index
1161,California,Consumer Price Index,2019-09-01,2.5,Monthly,Pacific,Consumer Price Index
1162,Hawaii,Consumer Price Index,2019-09-01,2.5,Monthly,Pacific,Consumer Price Index
1163,Oregon,Consumer Price Index,2019-09-01,2.5,Monthly,Pacific,Consumer Price Index
1164,Washington,Consumer Price Index,2019-09-01,2.5,Monthly,Pacific,Consumer Price Index
1165,Alaska,Consumer Price Index,2019-10-01,2.6,Monthly,Pacific,Consumer Price Index
1166,California,Consumer Price Index,2019-10-01,2.6,Monthly,Pacific,Consumer Price Index
1167,Hawaii,Consumer Price Index,2019-10-01,2.6,Monthly,Pacific,Consumer Price Index
1168,Oregon,Consumer Price Index,2019-10-01,2.6,Monthly,Pacific,Consumer Price Index
1169,Washington,Consumer Price Index,2019-10-01,2.6,Monthly,Pacific,Consumer Price Index
1170,Alaska,Consumer Price Index,2019-11-01,2.7,Monthly,Pacific,Consumer Price Index
1171,California,Consumer Price Index,2019-11-01,2.7,Monthly,Pacific,Consumer Price Index
1172,Hawaii,Consumer Price Index,2019-11-01,2.7,Monthly,Pacific,Consumer Price Index
1173,Oregon,Consumer Price Index,2019-11-01,2.7,Monthly,Pacific,Consumer Price Index
1174,Washington,Consumer Price Index,2019-11-01,2.7,Monthly,Pacific,Consumer Price Index
1175,Alaska,Consumer Price Index,2019-12-01,2.6,Monthly,Pacific,Consumer Price Index
1176,California,Consumer Price Index,2019-12-01,2.6,Monthly,Pacific,Consumer Price Index
1177,Hawaii,Consumer Price Index,2019-12-01,2.6,Monthly,Pacific,Consumer Price Index
1178,Oregon,Consumer Price Index,2019-12-01,2.6,Monthly,Pacific,Consumer Price Index
1179,Washington,Consumer Price Index,2019-12-01,2.6,Monthly,Pacific,Consumer Price Index
1180,Alaska,Consumer Price Index,2020-01-01,2.6,Monthly,Pacific,Consumer Price Index
1181,California,Consumer Price Index,2020-01-01,2.6,Monthly,Pacific,Consumer Price Index
1182,Hawaii,Consumer Price Index,2020-01-01,2.6,Monthly,Pacific,Consumer Price Index
1183,Oregon,Consumer Price Index,2020-01-01,2.6,Monthly,Pacific,Consumer Price Index
1184,Washington,Consumer Price Index,2020-01-01,2.6,Monthly,Pacific,Consumer Price Index
1185,Alaska,Consumer Price Index,2020-02-01,2.8,Monthly,Pacific,Consumer Price Index
1186,California,Consumer Price Index,2020-02-01,2.8,Monthly,Pacific,Consumer Price Index
1187,Hawaii,Consumer Price Index,2020-02-01,2.8,Monthly,Pacific,Consumer Price Index
1188,Oregon,Consumer Price Index,2020-02-01,2.8,Monthly,Pacific,Consumer Price Index
1189,Washington,Consumer Price Index,2020-02-01,2.8,Monthly,Pacific,Consumer Price Index
1190,Alaska,Consumer Price Index,2020-03-01,2.2,Monthly,Pacific,Consumer Price Index
1191,California,Consumer Price Index,2020-03-01,2.2,Monthly,Pacific,Consumer Price Index
